budget,id,original_language,original_title,popularity,revenue,status,vote_average,vote_count
0,62643,en,Marsh-Brosok,0.735658,0.0,Released,5.0,4.0
0,380620,ja,クリーピー,1.288657,0.0,Released,6.3,27.0
2000000,250124,en,The Diary of a Teenage Girl,14.986654,1477002.0,Released,6.8,286.0
20000000,13960,en,ATL,2.582818,21170563.0,Released,6.0,33.0
25000000,9912,en,The World's Fastest Indian,5.581311,0.0,Released,7.3,168.0
0,7988,en,The Island,1.282124,0.0,Released,5.2,29.0
0,1914,de,FC Venus,1.564913,0.0,Released,5.6,10.0
0,26513,en,Punishment Park,2.304455,0.0,Released,7.6,38.0
0,25468,en,My Dinner with André,3.875264,0.0,Released,7.7,81.0
10000000,37931,en,MacGruber,11.107782,6110000.0,Released,5.1,184.0
0,268823,en,April Rain,4.956361,0.0,Released,2.1,9.0
0,254672,cn,金刚王,2.350929,0.0,Released,5.4,19.0
7000000,58692,ru,Slove,0.796489,0.0,Released,4.0,5.0
12000000,11463,en,Battle of Britain,4.822357,0.0,Released,6.5,79.0
0,31919,en,The Van,0.582224,0.0,Released,5.2,8.0
0,6524,en,Life Stinks,2.468817,0.0,Released,5.5,48.0
0,74955,en,Gargandi snilld,0.739587,0.0,Released,7.3,3.0
0,151506,en,She Fought Alone,0.622808,0.0,Released,4.1,7.0
0,24041,en,El Cortez,2.21521,0.0,Released,5.6,6.0
75000000,602,en,Independence Day,17.634197,816969268.0,Released,6.7,3334.0
0,348893,en,Boyka: Undisputed IV,67.955052,0.0,Released,5.8,333.0
0,36897,en,Pokémon: Mewtwo Returns,4.584737,0.0,Released,6.1,73.0
0,200117,it,Il mantenuto,0.004561,0.0,Released,0.0,0.0
346500,210234,en,Tuhog,0.669257,0.0,Released,5.0,1.0
1800000,211233,fi,Kaappari,0.474578,532269.0,Released,5.6,8.0
0,57946,en,Margaret Cho: Notorious C.H.O.,0.104037,0.0,Released,4.0,2.0
0,137315,it,Tutti i santi giorni,3.211308,0.0,Released,7.1,59.0
0,33201,en,Jeremiah,1.24097,0.0,Released,5.4,9.0
9000000,301608,en,The Trust,7.55939,0.0,Released,4.8,159.0
0,92499,ko,오싹한 연애,1.996356,0.0,Released,6.8,45.0
0,47320,en,Cherry,1.62383,0.0,Released,6.5,33.0
0,31901,en,For Pete's Sake,1.266873,0.0,Released,5.1,9.0
0,275905,en,Bells of Capistrano,0.188199,0.0,Released,0.0,0.0
0,91745,en,Romeo & Juliet,4.494988,1162635.0,Released,6.6,175.0
0,80256,fi,Vares – Sukkanauhakäärme,0.890978,0.0,Released,5.7,10.0
0,15945,en,The Way of War,9.781476,0.0,Released,3.5,12.0
0,142881,ru,Коммунист,0.386603,0.0,Released,6.7,3.0
0,413361,en,Ice Guardians,2.351255,0.0,Planned,9.3,3.0
10000000,92000,en,Columbus Circle,4.456647,0.0,Released,5.9,79.0
0,256835,en,Toy Story That Time Forgot,8.609555,0.0,Released,6.8,249.0
0,133115,en,Maze,0.52991,0.0,Released,7.0,2.0
0,87362,it,La polizia incrimina la legge assolve,0.005984,0.0,Released,5.5,5.0
0,20832,hi,Krazzy 4,1.37762,8000000.0,Released,4.5,8.0
0,42380,cn,Da lui toi,1.436918,0.0,Released,6.6,11.0
0,86266,ko,강원도의 힘,0.236194,0.0,Released,8.2,6.0
0,26935,ko,8월의 크리스마스,1.330697,0.0,Released,7.4,19.0
18000000,302688,en,My Big Fat Greek Wedding 2,6.344961,88923251.0,Released,5.6,328.0
0,25500,en,Feux rouges,1.24105,0.0,Released,5.3,9.0
11000000,30527,en,Shake Hands With the Devil,1.334478,0.0,Released,7.0,12.0
0,68850,en,Bitter Victory,4.126816,0.0,Released,6.5,7.0
0,74877,en,Son of Morning,0.599894,0.0,Released,3.9,7.0
0,42720,ja,白昼の通り魔,1.101985,0.0,Released,5.3,8.0
0,270822,en,Junior,0.008232,0.0,Released,0.0,0.0
0,408159,en,The Young Offenders,10.491428,0.0,Released,7.5,40.0
0,14013,en,BASEketball,10.107454,7027290.0,Released,5.9,150.0
120,13701,en,Immortal Beloved,7.983666,0.0,Released,6.9,90.0
0,84720,en,The Brute Man,0.342308,0.0,Released,4.4,7.0
0,273645,ko,맨홀,1.093521,0.0,Released,6.4,12.0
0,47959,en,Callas Forever,1.115895,0.0,Released,6.0,5.0
0,157779,en,Scorticateli vivi,0.094331,0.0,Released,0.0,0.0
0,85616,da,Svend,0.122403,0.0,Released,4.5,3.0
0,31280,en,Fire Maidens of Outer Space,0.957614,0.0,Released,2.2,7.0
0,56583,en,The Saint of Fort Washington,1.065843,0.0,Released,4.0,5.0
0,2433,fr,Les demoiselles de Rochefort,3.454623,0.0,Released,7.5,74.0
0,78285,fr,La vieille qui marchait dans la mer,0.573423,0.0,Released,0.0,0.0
0,369057,fr,A Prince for Christmas,0.897779,0.0,Released,6.1,8.0
0,42536,fr,Napoléon,1.742727,0.0,Released,7.9,28.0
60000000,453,en,A Beautiful Mind,11.93646,313542341.0,Released,7.7,3087.0
0,20471,en,The Mysteries of Pittsburgh,5.910208,0.0,Released,3.6,10.0
0,18426,ko,데이지,1.885187,0.0,Released,7.0,31.0
0,70498,en,A Fine Madness,0.25025,0.0,Released,6.8,5.0
44000000,72710,en,The Host,11.342024,63327201.0,Released,6.0,1859.0
0,185476,en,Videogramme einer Revolution,0.245602,0.0,Released,5.0,1.0
8000000,389425,en,Code of Honor,2.202722,0.0,Released,4.1,17.0
0,50425,it,Follia omicida,0.484645,0.0,Released,4.8,6.0
11000000,304357,en,Woman in Gold,11.61,61619773.0,Released,7.3,454.0
0,1540,en,Vers le sud,2.355532,0.0,Released,5.6,11.0
0,37727,sv,Jönssonligan får guldfeber,0.055894,0.0,Released,5.3,14.0
4000000,2370,en,Topaz,5.757907,6000000.0,Released,6.1,78.0
0,115173,es,Mía,0.162432,0.0,Released,7.7,3.0
0,51476,en,Shoot to Kill,0.16192,0.0,Released,4.0,4.0
1000000,252171,en,A Girl Walks Home Alone at Night,6.039895,395000.0,Released,6.9,258.0
0,42262,en,Report to the Commissioner,0.515544,0.0,Released,6.7,3.0
0,344741,pl,Pajęczarki,0.0,0.0,Released,0.0,0.0
0,33108,en,Бременские музыканты,2.02395,0.0,Released,6.2,15.0
0,20656,hi,Saathiya,1.492941,0.0,Released,5.6,17.0
0,388403,zh,火锅英雄,1.601233,0.0,Released,6.2,16.0
0,300403,en,Shana: The Wolf's Music,0.654077,0.0,Released,6.3,2.0
0,144089,ro,"Artista, dolarii și ardelenii",0.25,0.0,Released,0.0,0.0
0,77785,en,Madison County,0.836653,0.0,Released,3.3,14.0
0,455601,en,Maria Bamford: Old Baby,0.846929,0.0,Released,6.4,5.0
50000000,15739,en,Annie,8.997507,57059003.0,Released,6.2,203.0
0,30718,en,Last of the Dogmen,3.205275,0.0,Released,7.2,34.0
0,193411,en,The Kiss,0.244609,0.0,Released,4.5,7.0
0,230217,nl,Soof,1.54419,0.0,Released,5.7,30.0
0,22240,fr,Ripoux contre Ripoux,1.468369,0.0,Released,6.1,19.0
55000000,8818,en,Evita,6.709803,141047179.0,Released,5.9,122.0
0,361131,hi,Hate Story 3,0.834148,0.0,Post Production,6.5,12.0
0,41578,en,Floundering,0.457479,0.0,Released,5.6,4.0
0,14120,en,End of the Spear,0.881335,0.0,Released,6.1,15.0
0,124625,de,My Mother's Courage,0.622885,0.0,Released,0.0,0.0
0,31460,en,Life Without Dick,2.476312,0.0,Released,3.1,17.0
0,364834,en,Los indolentes,0.0,0.0,Released,0.0,0.0
0,1896,en,Salvador (Puig Antich),1.774804,0.0,Released,6.5,18.0
0,319996,ja,天の茶助,0.749972,0.0,Released,8.0,3.0
0,304701,en,Haathi Mere Saathi,0.074215,0.0,Released,7.5,2.0
8500000,12180,en,Star Wars: The Clone Wars,8.524857,68282844.0,Released,5.8,434.0
0,79192,en,Apache Vengeance,0.000578,0.0,Released,3.7,3.0
0,44668,en,She Had to Say Yes,0.064785,0.0,Released,0.0,0.0
0,171961,en,"Luck, Trust & Ketchup: Robert Altman in Carver Country",0.035278,0.0,Released,6.0,1.0
0,437752,en,Bill Burr: Walk Your Way Out,1.415218,0.0,Released,6.8,21.0
0,58777,fr,Y'aura t'il de la neige à Noël?,0.286321,0.0,Released,7.4,4.0
0,83593,en,A Paralyzing Fear: The Story of Polio in America,0.001188,0.0,Released,0.0,0.0
0,29403,en,The Night Walker,0.408128,0.0,Released,6.3,3.0
500000,24079,en,Triggermen,0.447803,0.0,Released,4.7,3.0
0,38344,en,On a Clear Day,0.662855,0.0,Released,6.4,9.0
0,52371,nl,LelleBelle,4.653678,0.0,Released,5.5,11.0
0,64923,en,Gulliver's Travels,0.441911,0.0,Released,4.0,4.0
0,37103,en,"Heaven Knows, Mr. Allison",3.584126,0.0,Released,6.8,27.0
8510000,86004,hi,तलाश,3.81691,0.0,Released,6.7,58.0
0,27265,en,Mother,7.860965,0.0,Released,6.8,19.0
30000000,620,en,Ghostbusters,22.089729,295212467.0,Released,7.3,2431.0
0,57993,en,The Mountain,0.591862,0.0,Released,6.8,7.0
0,12488,en,The Gingerbread Man,7.883472,0.0,Released,5.7,37.0
0,40244,en,The Witches,1.014505,0.0,Released,6.3,20.0
0,18893,en,Joe Strummer: The Future Is Unwritten,2.388657,0.0,Released,7.3,20.0
0,90125,en,Marley,5.825337,0.0,Released,7.5,107.0
0,19133,en,The Big Bus,7.524202,0.0,Released,6.1,24.0
0,83897,pt,A Zona,0.080879,0.0,Released,5.0,1.0
0,260857,en,Due Magnum .38 per una città di carogne,0.5,0.0,Released,0.0,0.0
0,28421,en,The Invisible Man Returns,1.360563,0.0,Released,6.3,17.0
0,15957,da,Hvid nat,1.055376,0.0,Released,5.3,6.0
3000000,37247,en,The Graduate,12.057829,104945305.0,Released,7.6,855.0
0,66946,en,The Bad News Bears Go to Japan,1.047396,0.0,Released,5.5,11.0
0,4459,en,Night Without Sleep,0.14314,0.0,Released,6.0,4.0
50000,14103,en,Allan Quatermain and the Temple of Skulls,0.75143,0.0,Released,3.4,11.0
0,55027,en,Dan Aykroyd - Unplugged On UFO's,0.110854,0.0,Released,4.0,3.0
0,37516,en,Judas Kiss,3.115132,0.0,Released,5.3,9.0
0,293941,en,The Quiet Hour,2.066559,0.0,Released,4.5,25.0
0,181553,en,"Me, Natalie",0.68458,0.0,Released,7.0,2.0
0,220504,en,Voodoo Tiger,0.002418,0.0,Released,0.0,0.0
0,25019,en,The Beatles: The First U.S. Visit,0.303927,0.0,Released,7.0,2.0
0,42706,en,Frank & Jesse,0.982153,0.0,Released,6.7,3.0
0,90509,en,"Exhausted: John C. Holmes, the Real Story",0.691244,0.0,Released,7.0,3.0
0,221148,en,The Missouri Traveler,0.457395,0.0,Released,6.0,1.0
0,238593,en,How to Follow Strangers,0.779087,0.0,Released,5.8,6.0
0,162678,en,London After Midnight,0.248556,0.0,Released,7.3,3.0
68,20343,en,Make Mine Music,5.788405,0.0,Released,5.2,33.0
0,79163,en,95 Miles to Go,0.003568,2203.0,Released,0.0,0.0
0,16693,ja,続・座頭市物語,1.263306,0.0,Released,7.3,20.0
0,86985,da,ID:A,1.636085,0.0,Released,6.7,13.0
0,2890,nl,"André Hazes, Zij Gelooft in Mij",0.113732,0.0,Released,6.7,3.0
1100000,33061,en,Troll,10.254424,5450815.0,Released,4.9,60.0
75000000,953,en,Madagascar,16.136217,532680671.0,Released,6.6,3322.0
0,79737,en,Au Pair 3: Adventure in Paradise,0.21929,0.0,Released,3.3,4.0
0,63065,de,Neue Vahr Süd,0.775613,0.0,Released,6.1,12.0
0,28816,en,Chicago 10,1.165384,0.0,Released,6.6,5.0
0,27498,en,Jack O,0.692228,0.0,Released,4.1,10.0
0,224061,te,అత్తారింటికి దారేది,0.915895,0.0,Released,6.6,10.0
0,115788,ja,ラブホテル,0.599997,0.0,Released,5.0,1.0
0,334889,sv,Inbrottet,0.06616,0.0,Released,0.0,0.0
0,76772,fr,Voici le temps des assassins...,0.580102,0.0,Released,6.6,8.0
0,11053,it,Piedone a Hong Kong,3.477146,0.0,Released,5.4,32.0
0,108181,en,The Beast of Hollow Mountain,0.551855,0.0,Released,4.6,10.0
0,22615,en,Kiss Kiss (Bang Bang),1.048992,0.0,Released,5.4,11.0
0,261039,en,"The Other One: The Long, Strange Trip of Bob Weir",0.266212,0.0,Released,7.1,7.0
0,116306,en,Exit Elena,0.223271,0.0,Released,5.7,3.0
2000000,30641,en,Grizzly Rage,0.901783,0.0,Released,3.6,8.0
0,165404,en,Humraaz,0.555975,0.0,Released,5.7,5.0
0,97936,en,Sweet November,0.327296,0.0,Released,8.3,2.0
0,29829,en,Mysterious Intruder,0.558991,0.0,Released,4.8,5.0
0,106848,en,Hamlet,0.48737,0.0,Released,4.0,3.0
0,378195,en,Lady Day at Emerson's Bar & Grill,0.208344,0.0,Released,6.7,3.0
15000000,5915,en,Into the Wild,15.423538,56255142.0,Released,7.8,3139.0
0,15592,en,Beaches,16.179384,57041866.0,Released,6.5,65.0
0,417489,fr,Bon Cop Bad Cop 2,7.580299,0.0,Released,6.8,5.0
0,370464,en,The Masked Saint,0.938748,0.0,Released,2.6,8.0
0,11490,fr,L'enfant,5.462645,5507396.0,Released,7.0,49.0
0,114521,en,Artie Shaw: Time Is All You've Got,0.00012,0.0,Released,0.0,0.0
200000000,20662,en,Robin Hood,10.56812,310669540.0,Released,6.2,1434.0
0,22466,en,Rover Dangerfield,1.407655,0.0,Released,5.1,10.0
0,33321,en,The Dirt Bike Kid,0.151977,0.0,Released,5.3,8.0
0,19740,en,The Great Waldo Pepper,5.279919,20642922.0,Released,6.0,17.0
0,96999,en,Smitty,1.024535,0.0,Released,4.3,3.0
0,30485,en,Blue Summer,0.506146,0.0,Released,4.7,5.0
0,69735,en,Batman: Year One,5.031094,0.0,Released,7.1,255.0
0,18224,en,Bionicle 3: Web of Shadows,1.988845,0.0,Released,6.1,10.0
3000000,333555,nl,Schneider vs. Bax,2.076154,0.0,Released,5.8,19.0
0,184328,en,Triple Trouble,0.098143,0.0,Released,6.0,1.0
0,162899,en,Ten Thousand Talents,0.001247,0.0,Released,0.0,0.0
15000,23947,en,Nasty Old People,0.993784,5300.0,Released,6.0,6.0
1000000,392572,hi,रुस्तम,7.333139,0.0,Released,7.3,25.0
0,85535,en,David Holzman's Diary,0.177696,0.0,Released,7.6,5.0
0,367678,en,Enola Gay and the Atomic Bombing of Japan,0.0,0.0,Released,0.0,0.0
0,43475,en,Gumby: The Movie,0.090452,0.0,Released,5.0,2.0
13000000,158011,en,The Call,8.611077,68572378.0,Released,6.6,1275.0
0,214139,nl,Het Diner,1.617138,0.0,Released,4.9,14.0
0,176167,de,Parsifal,0.165026,0.0,Released,8.3,3.0
16000000,111190,en,Adore,12.260159,318982.0,Released,6.1,296.0
50000000,10312,en,Patch Adams,12.52181,202292902.0,Released,7.0,863.0
0,50213,en,Une Époque Formidable...,1.047295,0.0,Released,6.8,13.0
0,43828,en,Destry Rides Again,5.507383,0.0,Released,6.9,39.0
0,79431,en,Kormoranid ehk Nahkpükse ei pesta,0.011724,0.0,Released,0.0,0.0
110000000,41513,en,The Smurfs,10.219758,563749323.0,Released,5.5,1201.0
0,82962,en,Killer Force,0.985855,0.0,Released,3.7,3.0
0,50475,ko,용서는 없다,2.636798,0.0,Released,7.6,33.0
0,77060,ru,"Мэри Поппинс, до свидания",2.402161,0.0,Released,5.1,7.0
0,27217,en,Hafið,1.454165,0.0,Released,6.5,4.0
36000000,365222,cn,葉問3,8.970494,156844753.0,Released,6.5,384.0
0,132148,es,La batalla de Chile: La lucha de un pueblo sin armas - Segunda parte: El golpe de estado,0.004351,0.0,Released,6.8,4.0
0,285844,en,Preggoland,1.788104,0.0,Released,5.4,12.0
0,257614,en,As the Palaces Burn,0.639113,0.0,Released,7.1,10.0
40000000,508,en,Love Actually,10.586815,244931766.0,Released,7.0,1917.0
30000000,2755,en,About Schmidt,11.066473,105834556.0,Released,6.7,365.0
0,11427,en,Dead End,5.327623,0.0,Released,6.6,121.0
0,13538,en,Straightheads,5.112618,0.0,Released,5.1,41.0
0,108419,en,Empire,0.789978,0.0,Released,4.0,7.0
0,86705,en,John Mulaney: New In Town,1.53828,0.0,Released,8.0,27.0
0,119916,en,The Tempest,1.8e-05,0.0,Released,0.0,0.0
0,180363,en,We Sold Our Souls for Rock 'n Roll,0.002915,0.0,Released,0.0,0.0
0,39176,en,The Awakening,1.004992,0.0,Released,5.8,19.0
0,224919,fr,A Mother's Rage,0.576124,0.0,Released,5.0,5.0
0,30028,en,Assault of the Party Nerds 2,0.007301,0.0,Released,0.0,0.0
0,46931,en,Georg,0.152572,0.0,Released,5.2,3.0
0,199575,en,These Final Hours,6.732991,0.0,Released,6.4,176.0
0,16358,en,Eulogy,11.886845,0.0,Released,6.4,34.0
0,52863,en,Dangerous,2.365103,0.0,Released,6.8,9.0
6500000,28465,en,A Dangerous Man,4.461175,0.0,Released,5.1,37.0
0,209091,en,Burton and Taylor,8.259261,0.0,Released,6.2,14.0
0,511,pl,Ziemia obiecana,0.902102,0.0,Released,7.0,10.0
500000,74586,fr,Kalevet,2.743079,0.0,Released,6.2,34.0
0,26056,en,Snipes,2.0769,70569.0,Released,7.5,2.0
0,115616,en,Hawks,1.060228,0.0,Released,5.1,4.0
0,31777,en,Morning Glory,1.376116,0.0,Released,5.7,10.0
0,41357,en,Summer of '42,2.955581,0.0,Released,6.5,31.0
0,13667,en,Better Off Dead...,8.994189,10297601.0,Released,6.8,164.0
0,245158,en,Kids for Cash,1.802009,0.0,Released,6.9,27.0
700000,3687,en,Flesh Gordon,3.062497,0.0,Released,4.5,28.0
0,25033,en,The Last Horror Movie,1.49252,0.0,Released,5.3,11.0
0,24978,en,Paper Soldiers,1.447595,0.0,Released,5.9,6.0
0,206408,fr,Casse-Tête Chinois,9.559788,0.0,Released,6.4,228.0
0,30685,en,Blood Creek,4.065407,0.0,Released,5.2,75.0
4000000,33613,sv,Luftslottet som sprängdes,8.405013,43498108.0,Released,7.0,451.0
0,320882,en,The Seven Five,1.749022,0.0,Released,7.8,26.0
0,50374,en,Black Sunday,4.05337,0.0,Released,6.8,39.0
0,39767,ja,みんな　やってるか!,1.797279,0.0,Released,4.6,15.0
0,23719,en,Trapped in Paradise,4.720595,5777916.0,Released,5.8,58.0
0,2363,fr,Les Cousins,2.605844,0.0,Released,6.6,16.0
0,102000,fr,L'enfant d'en haut,9.313199,0.0,Released,6.8,43.0
0,64811,en,Girl with Green Eyes,0.286364,0.0,Released,7.5,2.0
0,29832,en,Martin & Orloff,0.837866,0.0,Released,6.0,4.0
0,372981,ru,Marco Polo: One Hundred Eyes,2.41637,0.0,Released,7.1,33.0
0,212503,de,König von Deutschland,1.770861,0.0,Released,6.0,19.0
0,44407,en,The Edge of the World,0.354044,0.0,Released,6.4,7.0
0,50507,en,Fei zhou he shang,1.749808,0.0,Released,4.8,9.0
0,77124,ja,日本春歌考,0.775235,0.0,Released,5.0,2.0
80000000,38317,en,Zookeeper,11.341084,169852759.0,Released,5.3,509.0
0,35435,ja,東のエデン 劇場版I The King of Eden,1.346965,0.0,Released,6.9,22.0
0,64428,en,The Vengeance of She,0.804678,0.0,Released,5.8,5.0
0,15016,en,Barbie of Swan Lake,6.456991,0.0,Released,6.6,191.0
0,46914,cn,快乐工厂,1.361779,0.0,Released,4.0,4.0
0,193229,el,Mavro livadi,1.090156,0.0,Released,5.7,6.0
0,377587,en,Meet the Blacks,3.569379,0.0,Released,4.5,64.0
11700000,11087,en,The Hand that Rocks the Cradle,6.672715,88036683.0,Released,6.5,196.0
0,35543,en,The Great Flamarion,0.886128,0.0,Released,5.4,7.0
0,244115,ja,愛怨峡,0.002736,0.0,Released,0.0,0.0
0,49719,en,Zeppelin,0.422943,0.0,Released,7.4,8.0
0,80387,en,Carol Channing: Larger Than Life,0.023955,0.0,Released,0.0,0.0
1200000,24128,en,Stop Making Sense,2.359569,4978922.0,Released,8.7,47.0
0,24965,en,Gunga Din,7.425486,0.0,Released,6.6,38.0
0,21862,en,Deep in the Valley,4.181466,0.0,Released,4.8,28.0
0,167666,en,Monster High: Escape from Skull Shores,2.341218,0.0,Released,6.3,7.0
0,24331,en,Scanners II: The New Order,2.201123,14225876.0,Released,4.6,22.0
0,20441,en,Messengers 2: The Scarecrow,4.171674,0.0,Released,5.1,47.0
75000000,1641,en,Forces of Nature,7.906035,93888180.0,Released,5.1,141.0
0,11303,fr,Promenons-nous dans les bois,3.037224,0.0,Released,3.3,10.0
0,81463,es,Los violadores,1.857454,161362.0,Released,6.2,10.0
0,12832,de,Anonyma - Eine Frau in Berlin,1.377856,0.0,Released,6.7,15.0
0,385379,en,Mad Tiger,0.038045,0.0,Released,0.0,0.0
0,111248,ru,Беловы,0.450888,0.0,Released,3.6,4.0
0,42772,en,Dana Carvey: Critics' Choice,0.26931,0.0,Released,5.8,3.0
0,42800,en,Heavens Above!,0.484307,0.0,Released,6.5,5.0
0,94192,en,Great Day in the Morning,0.318788,0.0,Released,5.0,5.0
0,118052,en,Rat,0.934445,0.0,Released,6.0,3.0
15000000,18405,en,The Last House on the Left,13.634766,32721635.0,Released,6.2,449.0
0,208091,en,Saving Norman,1.043899,0.0,Released,5.6,5.0
0,191421,zh,致我们终将逝去的青春,2.871986,116000000.0,Released,6.1,48.0
0,69225,fr,Switch,9.509765,0.0,Released,6.1,33.0
0,56263,fr,Plein sud,0.854655,0.0,Released,6.5,6.0
0,37627,en,The Little Prince,6.582652,0.0,Released,6.0,26.0
0,65460,fr,Carnosaur 2,0.552444,0.0,Released,4.8,12.0
0,73281,ru,Дорогая Елена Сергеевна,0.610155,0.0,Released,4.5,4.0
0,1563,fr,Sans soleil,3.827583,30878.0,Released,7.7,49.0
0,150657,fr,Merry In-Laws,0.517327,0.0,Released,7.0,1.0
0,202125,en,Just A Gigolo,0.478877,0.0,Released,7.5,1.0
0,36724,en,The Decline of Western Civilization Part II: The Metal Years,1.350703,0.0,Released,6.8,20.0
0,84911,de,Mein Vater,0.090448,0.0,Released,8.0,1.0
0,43395,en,Two Weeks with Love,0.451601,0.0,Released,4.3,3.0
0,58492,en,The Greatest Movie Ever Sold,4.39817,621951.0,Released,6.3,89.0
0,35005,es,Conversaciones con mamá,0.173357,0.0,Released,5.7,3.0
0,153444,fr,David Golder,0.100517,0.0,Released,5.0,2.0
0,1938,en,Angel Face,10.156514,0.0,Released,6.9,29.0
0,285581,pt,Ventos de Agosto,1.347489,0.0,Released,6.0,3.0
0,1922,en,Irina Palm,2.350677,0.0,Released,6.9,28.0
0,245589,en,Voodoo Possession,1.635274,0.0,Released,3.0,14.0
90000000,10661,en,You Don't Mess with the Zohan,13.116461,201596308.0,Released,5.5,1068.0
935000,975,en,Paths of Glory,8.548518,0.0,Released,8.2,565.0
328000,10787,en,The Invisible Man,5.192905,0.0,Released,7.3,151.0
4000000,34898,en,Heavens Fall,0.527074,0.0,Released,5.5,4.0
0,78187,en,Pablo Francisco: They Put it Out There,0.284354,0.0,Released,6.8,7.0
0,17009,en,Jetsons: The Movie,9.063683,0.0,Released,5.4,37.0
0,158914,en,The Look of Love,4.121282,0.0,Released,5.2,40.0
0,238067,en,Wrestling For Jesus: The Tale of T-Money,0.084771,0.0,Released,7.0,1.0
0,43473,en,Dirty Gertie from Harlem U.S.A.,0.059193,0.0,Released,5.0,1.0
0,30348,en,Isle of the Dead,1.791188,0.0,Released,5.6,20.0
0,22689,en,A Shriek in the Night,1.677515,0.0,Released,3.5,4.0
0,65056,en,A Little Help,2.518077,0.0,Released,5.3,24.0
0,305198,en,Al Capone: Icon,0.071084,0.0,Released,7.0,1.0
0,87392,pt,Sambizanga,0.014895,0.0,Released,5.0,1.0
0,22316,hi,अजनबी,1.742685,0.0,Released,5.3,10.0
0,115553,en,The First Movie,0.156488,0.0,Released,7.7,3.0
0,68116,en,Incubus,1.194126,0.0,Released,3.5,10.0
0,38523,fr,Ponette,0.409967,0.0,Released,7.5,11.0
0,26263,en,Death Wish 4: The Crackdown,4.566325,0.0,Released,5.6,51.0
0,32031,en,Let's Get Harry,0.500088,0.0,Released,4.7,3.0
0,339274,hi,Tamasha,1.653733,0.0,Released,6.4,35.0
0,64433,tr,Pardon,0.608454,0.0,Released,7.7,6.0
0,60547,en,The Duel at Silver Creek,0.89585,0.0,Released,7.0,7.0
0,71756,hi,Chhoti Si Baat,0.694499,0.0,Released,6.1,4.0
0,78375,en,CyberTracker,1.14583,0.0,Released,4.6,5.0
0,46178,da,Bytte Bytte Købmand,0.366064,0.0,Released,6.5,2.0
0,54220,en,Anima Mundi,0.552794,0.0,Released,6.7,11.0
0,116340,en,Dead Man's Burden,0.845067,0.0,Released,5.3,6.0
0,412660,pt,São Jorge,0.507143,0.0,Released,5.3,2.0
0,272426,de,H3 - Halloween Horror Hostel,0.045829,0.0,Released,2.0,1.0
0,27984,en,Far from Home,1.69302,0.0,Released,4.4,7.0
0,322488,et,Vehkleja,1.731591,0.0,Released,7.3,16.0
0,184395,en,"In Youth, Beside the Lonely Sea",0.036477,0.0,Released,7.0,1.0
0,297263,en,It's My Mother's Birthday Today,0.00353,0.0,Released,0.0,0.0
0,157420,en,Houston,0.99994,0.0,Released,5.5,2.0
0,43653,en,The Living Wake,0.102573,0.0,Released,5.0,1.0
0,45377,en,Death Sentence,0.005351,0.0,Released,5.9,5.0
0,198518,es,Actas de Marusia,0.24592,0.0,Released,4.8,5.0
2500000,20764,en,Sleep Dealer,3.750365,107559.0,Released,6.0,41.0
0,291869,en,I Am Michael,9.565297,0.0,Released,6.2,45.0
0,50794,en,The Even Stevens Movie,3.352237,0.0,Released,5.6,46.0
0,8900,es,Leonera,1.220666,0.0,Released,6.4,18.0
30000000,61891,en,Anonymous,13.413895,15395087.0,Released,6.3,291.0
0,13643,en,George Carlin: It's Bad for Ya!,2.31176,0.0,Released,8.1,33.0
0,89337,en,Blood Ties,0.452682,0.0,Released,6.0,4.0
0,37451,en,The Inn of the Sixth Happiness,1.064714,0.0,Released,6.6,17.0
17000000,10625,en,Mean Girls,11.454835,129042871.0,Released,6.9,2401.0
1500000,10794,en,The Party,5.354787,0.0,Released,7.3,160.0
0,221437,ja,Miss Zombie,2.619554,0.0,Released,6.4,18.0
51000000,2123,en,"Me, Myself & Irene",9.95456,149270999.0,Released,6.1,956.0
0,276496,en,The Dark Horse,3.664848,0.0,Released,5.4,52.0
0,406042,hi,Happy Bhag Jayegi,1.090249,0.0,Released,6.4,8.0
0,273707,en,Beach Pillows,0.076481,0.0,Released,5.0,1.0
0,33551,en,The Wistful Widow of Wagon Gap,0.196905,0.0,Released,6.8,4.0
0,165213,ko,신세계,5.323934,0.0,Released,7.2,119.0
0,29239,en,The Mummy's Tomb,0.674417,0.0,Released,8.3,6.0
0,4710,fr,Masculin féminin,3.774605,0.0,Released,7.6,66.0
0,31591,en,Bad Company,6.975511,0.0,Released,6.3,22.0
100000000,10545,en,The Hunchback of Notre Dame,13.553999,100138851.0,Released,6.8,1182.0
0,48676,ru,Первый учитель,0.610588,0.0,Released,5.0,3.0
0,329697,en,Raiders!: The Story of the Greatest Fan Film Ever Made,2.245922,0.0,Released,7.6,16.0
0,210728,en,No Turning Back,0.003326,0.0,Released,0.0,0.0
8500000,175528,en,Baggage Claim,5.590678,22456509.0,Released,5.6,87.0
0,19373,en,The Executioner's Song,2.610352,0.0,Released,5.4,7.0
0,116988,es,Cadena perpetua,1.087147,0.0,Released,7.3,6.0
0,18660,en,The Apple Dumpling Gang,4.040945,0.0,Released,6.6,34.0
390000,49028,hi,रखता चरित्र,0.253908,0.0,Released,5.4,7.0
0,38913,en,En Forelskelse,0.407417,0.0,Released,7.5,2.0
0,24787,en,Scooby-Doo Meets the Boo Brothers,2.248518,0.0,Released,6.6,26.0
